asin,price,rank
B00B07HKJQ,36.26,1636334
B00B0H7BKY,19.99,1621161
B00B0HSBB2,2.99,2414825
B00B0OO0QK,17.94,58736
B00B0SA1SC,18.95,323551
B00B0VA7AG,13.46,866996
B00B11BTLQ,13.99,1096311
B00B11NPUE,13.5,1803170
B00B11QBRS,21.49,1319904
B00B18MPTE,312.55,2114565
B00B1GRV68,245.99,702685
B00B1IV2A2,19.99,198597
B00B1POA18,27.95,847863
B00B1PO68U,29.95,350480
B00B21CNGK,12.79,923431
B00B2BYWN2,13.99,999981
B00B2FJJ4U,474.27,872583
B00B2K1TXE,13.83,1176610
B00B2SJL9K,23.99,62541
B00B3YJ3PU,43.0,713773
B00B46UFD6,22.95,207359
B00B4F6QW6,5.78,523322
B00B4I8UYU,24.0,1794806
B00B4SUZAW,14.99,383590
B00B4TS36Y,21.77,921460
B00B4WR1ZK,20.19,451385
B00B4WUOTK,17.95,161601
B00B51AYNG,10.99,980021
B00B5G6FRK,14.97,67434
B00B5G6JMG,32.0,560238
B00B5Q235I,21.9,526376
B00B697AUW,9.84,566824
B00B6A5SZK,6.0,959861
B00B6WERQ4,14.5,1145450
B00B6YWV74,8.84,61492
B00B6XTTL6,35.95,122967
B00B7D7IZY,16.99,924612
B00B7DJHGW,14.99,1215910
B00B7JRH2W,39.99,1018783
B00B7K0Z8E,18.21,32234
B00B7OLAV6,32.99,1995329
B00B7RFSH0,39.95,679523
B00B7V273E,20.79,3705
B00B7V6CC6,6.0,1678178
B00B83NDCU,47.28,478481
B00B840UZW,3.89,768726
B00B86F6R2,14.77,512008
B00B87MPA2,50.0,129375
B00B95XMPA,76.49,2202282
B00B9H45JU,7.99,206878
B00B9M5S3C,6.99,578590
B00B9MPSZU,28.57,1469398
B00B9RZUB2,38.0,963426
B00BB71AL4,5.87,1555266
B00BB71KFU,11.99,208292
B00BB8KS8Y,19.95,327153
B00BBMXJP4,24.95,1193262
B00BCI8OP2,41.99,554238
B00BCU7U32,33.0,1162966
B00BD3CUR4,11.69,1153170
B00BD3PSY6,23.0,470852
B00BDB2RLA,31.95,131923
B00BDH8UW4,20.0,548804
B00BDIXIDE,79.99,1156260
B00BDJ7ME4,7.63,1841688
B00BDJAGUQ,15.76,367361
B00BDJPMZK,2.99,676374
B00BDQSEQ2,37.99,496457
B00BEB84CU,10.22,1974313
B00BEEO2PA,249.0,651691
B00BEGEQKO,15.99,376848
B00BEGEQNQ,11.99,553532
B00BEJFWPO,8.95,190813
B00BEJI1RA,14.0,1068073
B00BEYOGQA,9.89,85932
B00BF35KU6,13.6,1405016
B00BF84P2K,5.0,454248
B00BF8HTC8,22.2,1297293
B00BFCB5Y2,13.22,681071
B00BFMFUIE,71.98,163237
B00BFXSVC0,4.98,1477859
B00BFY7BDY,4.69,990653
B00BFYK4KG,7.47,591492
B00BFYVUY0,14.49,395928
B00BFYWY54,13.0,336076
B00BG150G6,6.49,127880
B00BG3S5F2,14.88,88029
B00BGEY1Y0,30.5,681352
B00BGEZTUK,111.52,679396
B00BGFJD8S,4.95,2066592
B00BGFQ13S,6.49,1016492
B00BGFRG1E,9.0,282322
B00BGNTUSI,62.74,696547
B00BH30OGY,0.01,389220
B00BH4I9M4,55.67,298433
B00BH4JLRG,60.93,693031
B00BH4I3LQ,44.56,2574313
B00BHEQRCS,38.57,2923723
B00BHHMWAQ,25.0,3159921
B00BHRYHTK,93.2,261482
B00BHX4Q1I,150.0,168395
B00BI20YAA,19.95,2913008
B00BI718GE,12.62,515253
B00BIU09HU,39.49,1589715
B00BJ52KYO,16.99,1190073
B00BJ87GYK,3.75,114932
B00BKQL4HQ,20.99,380254
B00BKSPT0M,21.73,2727333
B00BKU65QW,10.0,2541712
B00BKY9YNO,10.99,1405660
B00BL5OQJY,2.49,1845516
B00BLE8O84,13.8,128407
B00BLEREMG,14.0,263323
B00BLWQAYQ,25.62,497846
B00BM61KTG,12.27,981538
B00BM6436I,9.99,435763
B00BMHCZKI,6.95,1846946
B00BMI1UAI,7.5,840042
B00BMICR32,9.99,182114
B00BMORSDU,16.3,598846
B00BMVV3MK,16.99,16742
B00BMW24TU,2.95,196536
B00BMX96CW,12.99,963619
B00BMXCP8Y,10.42,185840
B00BN8IDK2,19.46,404522
B00BOAKJKQ,9.99,576300
B00BOJKTM0,64.95,118263
B00BOJRGGM,10.43,296756
B00BOLQ3WI,6.89,1693990
B00BOWAQDY,64.95,1467351
B00BP1HAUG,54.2,878182
B00BP2ZF0C,14.84,1180784
B00BPBSBZY,22.0,2464600
B00BPGH03S,9.99,302500
B00BPHKQG0,19.0,245969
B00BPM41MA,35.03,91984
B00BPMS41O,52.0,1628093
B00BPMT3VE,34.99,249917
B00BPMYL84,32.0,626243
B00BPMZ50M,24.95,799375
B00BPN3KCG,49.95,356691
B00BPN17Z8,46.0,488145
B00BPY75A8,17.33,208553
B00BPYXLEM,10.5,1124047
B00BQCG52I,25.32,1085046
B00BQFLE4E,21.99,2148994
B00BQG1VZ0,21.99,1296823
B00BQGYBO8,14.99,154170
B00BQH8US0,7.65,2107981
B00BQK5N2S,114.02,1205739
B00BQLFYUI,5.99,1024999
B00BQY40H8,7.98,294800
B00BR3IJMU,10.93,1342043
B00BRKH9BU,22.5,807711
B00BRLAE1Q,4.99,966982
B00BRQMG94,16.0,487473
B00BRVAJP2,5.95,3442127
B00BRX37PE,31.67,117056
B00BS1AQCC,48.9,2687658
B00BS96BXC,8.82,846957
B00BSE2BO0,42.5,1338676
B00BSE3III,29.05,582573
B00BSE8O5U,14.28,359584
B00BSUB5W8,7.99,356463
B00BT2QSW2,14.95,857646
B00BTIPFGG,14.95,610204
B00BTKW36Y,14.95,1191438
B00BTKWDBY,16.99,361073
B00BTNB6KU,14.34,1244201
B00BUCMM26,11.39,1924377
B00BUR3U36,8.99,467533
B00BUS7UXG,11.95,1357873
B00BUVKBAC,3.55,508043
B00BV7Y0D4,481.8,442889
B00BVIMJMW,14.59,297928
B00BVO7O3A,14.99,1241267
B00BVO8KUQ,44.45,204751
B00BVW7WLQ,19.97,2147389
B00BVYJV36,18.99,1817443
B00BWIT33Y,5.99,121192
B00BWIYOU6,15.99,1022447
B00BX6U2IA,49.99,1121038
B00BX6V45U,48.12,347361
B00BXAK8TO,8.5,278641
B00BXPVIT8,21.44,35
B00BXQFLLS,14.78,1382132
B00BXR0SFG,11.94,853
B00BXRDFVU,8.32,469735
B00BXSS19K,10.0,753321
B00BXUUCPY,14.99,709776
B00BXWG3GE,13.22,1241745
B00BXVT9G6,14.99,746399
B00BY8AGHE,5.97,211310
B00BYMKI28,6.96,558096
B00BZYVZYU,2.89,756829
B00C0EPREI,25.99,1420295
B00C0U9IOM,8.99,305621
B00C1LIXY6,15.2,1654902
B00C1SPQAI,53.99,962780
B00C1T1L1U,17.0,2725680
B00C1VE4YO,6.3,1861067
B00C24MEHO,47.0,1220117
B00C25KQSW,6.95,975294
B00C2CNI44,7.17,2945654
B00C2WQ9UY,2.99,1600754
B00C348C88,135.0,42325
B00C40QGY8,7.49,381820
B00C4207LY,1.0,43951
B00C4251UG,15.49,521512
B00C48ISP0,6.99,2729673
B00C4VAYRM,40.0,276515
B00C4VAWN8,21.3,963651
B00C4VB386,12.0,499224
B00C4YJHTU,6.98,806569
B00C5AAGYS,24.73,2623303
B00C5HWS8S,94.44,1122482
B00C5LLZWY,149.6,1786937
B00C5RGMJY,39.53,1103741
B00C5RK5RE,48.32,240494
B00C5Y4TYM,20.79,991364
B00C5Y4V6I,42.2,1620939
B00C5Y53FG,83.16,2450679
B00C5XBQYE,22.99,824635
B00C674WRM,24.99,781513
B00C69IXIY,14.31,1946566
B00C6CCD8C,8.99,87362
B00C6CQOIC,84.94,1002397
B00C6N8A4C,34.98,239559
B00C6QB9GK,9.99,454102
B00C6T54Y0,11.98,910366
B00C7352FG,14.03,2753122
B00C77U1BM,36.64,82089
B00C7CN5XI,4.67,151165
B00C7CXK4C,2.99,706901
B00C7CXMUO,2.79,1370312
B00C7HGF3U,18.0,1390685
B00C7O0PUW,16.98,143291
B00C7OO666,6.27,143897
B00C7W5L44,16.27,35116
B00C8E3Y86,14.95,1026998
B00C8E6QMC,14.95,1686726
B00C8HC1HI,11.98,1096201
B00C8JJMKU,229.99,1111047
B00C8SGXXK,33.99,352390
B00C8ZVRAC,4.99,2824942
B00C93ADUI,33.99,896386
B00C9ES160,9.0,1550079
B00C9FBNAA,8.78,1381160
B00C9J0A9G,55.99,761313
B00C9OU8U2,35.95,464267
B00C9X64VA,22.47,536786
B00CAGJKSK,4.95,820203
B00CAGJHWO,7.82,606695
B00CAU2GY6,9.95,454507
B00CAXOZ1U,14.98,521412
B00CB2F9N8,102.07,993922
B00CBKVL82,7.99,499656
B00CBKVLEG,6.0,758642
B00CBKVKVA,7.49,692880
B00CBL16QI,7.99,1284250
B00CBKVKMY,1.39,804665
B00CBP7HIA,27.0,67058
B00CBPT33M,32.02,404616
B00CBY74TS,54.0,139393
B00CBY87NK,21.99,1090811
B00CBYACO2,49.95,589886
B00CBYA4WW,35.0,1074101
B00CBY8RQ2,20.98,359355
B00CBY7HCM,72.9,1222675
B00CBYEBR6,40.75,682213
B00CBYEXI8,58.31,1768932
B00CBYFSAU,30.0,646683
B00CBYNUJG,46.0,326087
B00CBYYTCS,13.04,1136188
B00CBYYYEG,76.62,1223452
B00CC6VLQC,86.26,1331519
B00CC9VGGO,7.87,2943208
B00CCNSPFU,150.76,2945402
B00CCNUZ2Q,37.06,543032
B00CCNZEX6,60.0,663407
B00CD4HYGO,23.99,94439
B00CDPX5UC,19.95,189786
B00CE364LA,2.99,1112929
B00CEOXW28,12.17,2273062
B00CF21G2W,5.99,55811
B00CF2P7AY,29.84,390185
B00CF38SAO,19.95,199581
B00CF5DUIC,8.99,1039614
B00CF8I69C,3.89,334231
B00CFBMFBE,42.95,65677
B00CFBO314,38.79,1011233
B00CFBO9LS,27.35,168983
B00CFBZRR8,25.74,1039607
B00CFCHTNM,30.81,1520106
B00CFCPMJK,25.92,793856
B00CFCUZME,26.1,568752
B00CFCVKZK,58.95,196151
B00CFDBOKA,18.1,1162706
B00CFKGI22,9.86,823286
B00CFON6TG,7.99,465026
B00CG335EM,17.0,774439
B00CG3A5R2,21.11,1779214
B00CGG64WE,12.13,650423
B00CGIM8WM,8.99,907710
B00CGPJTU4,67.99,407621
B00CGPKA0M,7.99,329578
B00CHH3IDK,16.64,282774
B00CHJA1AQ,6.99,1094447
B00CI9Z97A,16.99,184705
B00CIO2PJK,27.81,1564046
B00CIQ1F1C,7.0,1788573
B00CIUB01S,49.0,262233
B00CIVVG84,26.37,700102
B00CIYYYGC,119.75,497537
B00CJPMM2S,15.0,854608
B00CJY02AS,20.49,1629809
B00CKAHOZW,1.49,1842770
B00CKE8S08,14.1,1158083
B00CKECOJE,4.49,1113427
B00CLHW4OK,5.14,880831
B00CLUEVI4,5.5,40715
B00CLXXXH6,5.99,96922
B00CM08IWI,4.9,1082005
B00CM0PUZQ,6.05,656848
B00CM0P00Q,6.05,2059853
B00CM0LQ5E,5.89,940987
B00CM0S5WQ,5.8,1267378
B00CM8TSJ2,29.95,684281
B00CMFO62Y,4.49,38578
B00CMFMKYK,7.66,205225
B00CMIQEG2,9.66,529323
B00CMOJWFG,6.05,1221397
B00CMRMVVK,10.95,943822
B00CMU0WYA,27.0,2502928
B00CMWAUTK,20.99,1804995
B00CMWJFF0,4.99,556557
B00CMWVH3I,41.46,1247572
B00CN4FGAU,24.99,961584
B00CN88P36,11.68,946608
B00CNFEGUK,26.88,866551
B00CO26T5W,8.99,481949
B00CO22CNK,28.04,1576987
B00CONVF3M,8.16,1568315
B00CORMR2Q,59.99,279270
B00CP55S96,7.9,303356
B00CPIDCIC,36.1,84708
B00CPL3DLK,18.99,709015
B00CPMSN64,32.5,883094
B00CPPMBFA,13.13,2084055
B00CPPQJ4O,7.0,105665
B00CPR0YKM,36.03,898182
B00CPT9CM6,19.97,719311
B00CPTFFB8,5.49,1210460
B00CPTFGD0,5.5,1318366
B00CPTFDUQ,5.49,1169453
B00CPTFDC4,5.5,1003560
B00CPXWV98,16.6,528451
B00CPYXFKG,2.99,843865
B00CQ0D3VK,5.87,1878081
B00CQ16CT4,3.82,71337
B00CQ1OJCG,8.75,535669
B00CQ1C6RG,3.26,375769
B00CQ30DBK,8.96,2084762
B00CQ69VVK,10.45,953020
B00CQ7UQ0O,8.0,242507
B00CQ7W9GS,13.72,272332
B00CQ7ZMXK,14.96,241434
B00CQARQZO,13.29,292777
B00CQNOJYC,61.74,1005575
B00CQNRZ0W,49.27,1652057
B00CQZZ9I0,145.0,1456936
B00CR6X0IY,3.45,251124
B00CRFGETW,23.39,3181125
B00CRMNHGS,9.05,681221
B00CS3MZ5A,39.0,698378
B00CS3VJP2,22.25,590802
B00CSGHF6Q,11.86,112288
B00CSM05UI,99.0,2076687
B00CSTU574,55.0,2794427
B00CTLP8LE,18.18,1391738
B00CU3LPEK,7.95,415953
B00CUIRCBK,51.0,1150946
B00CUIVLYE,2.26,688089
B00CUIVMQG,1.18,790155
B00CUIVI6A,18.0,384849
B00CUIVEZK,7.9,782639
B00CUIVOLE,5.24,889820
B00CULLWN6,9.83,66050
B00CV0A5VQ,18.79,1432019
B00CV94PIQ,49.99,1376523
B00CVZGKDI,15.28,92107
B00CWARQO4,10.14,1253396
B00CWC31BO,8.41,1200398
B00CWL3HDC,8.99,429748
B00CWMAS2O,8.48,739430
B00CX6UOLY,5.99,1835910
B00CXAD106,71.35,584323
B00CXK5DSY,3.29,88566
B00CXK3WYQ,11.78,885223
B00CXND14E,20.29,1261711
B00CXOA6ZK,101.01,1069106
B00CXUIQ88,151.53,976315
B00CXWZ4B8,10.0,1461433
B00CYNT8NG,12.04,3109237
B00CZ75OQG,6.8,714978
B00CZ75PCY,9.9,1086567
B00CZACDNK,14.5,215337
B00D0B0R2C,3.49,1211245
B00D0DHPO8,21.68,1688725
B00D0GB5R8,10.03,102453
B00D0QUUGU,65.34,127254
B00D0UN1F8,70.3,984284
B00D0WI354,21.95,776980
B00D10MJGY,40.86,2383930
B00D10MGR6,37.38,902524
B00D10MHGQ,74.76,927703
B00D10MKZE,9.43,1429789
B00D14HE7O,19.0,127284
B00D14H0JG,8.18,1133711
B00D2AX45I,41.49,1220983
B00D2MHRQS,31.96,1103726
B00D3071UQ,19.77,238002
B00D3CXQAI,11.6,860150
B00D3CUO9O,12.89,333076
B00D3FYQ7M,8.96,138556
B00D3FOGFY,20.0,2588293
B00D3HO4DQ,33.04,145788
B00D3JFCK8,25.11,2691850
B00D3M0CRS,22.49,19035
B00D3Q3X2U,8.96,608076
B00D3QL048,4.99,2263734
B00D3QMS26,3.99,2527270
B00D3T2M0G,64.35,115025
B00D3ZKD5Q,76.99,822644
B00D414H2E,3.71,1269803
B00D48PX9I,23.09,1108561
B00D49IDS0,23.46,784251
B00D4NQPTA,12.22,2102264
B00D5TA1NY,8.05,946281
B00D5VQJVU,18.2,1110292
B00D6E87BQ,9.99,1348473
B00D6UK6GE,5.15,142190
B00D75DNMC,199.99,1426764
B00D7GZUMW,19.95,1415492
B00D8QZRDS,13.99,1600261
B00D9AGQYC,4.99,2805970
B00D9APP4O,4.99,2750304
B00D9ARNNK,4.99,2282577
B00D9AWFRY,4.99,1804281
B00D9AQPI4,4.99,2087995
B00D9RULU0,12.0,778115
B00D9VLVMI,10.0,1022328
B00DAFQ72W,21.0,1165344
B00DB81E0I,9.23,768154
B00DCM5E8Q,31.9,1345703
B00DCM5G5M,16.49,2788362
B00DCYSNDC,12.95,425167
B00DDCP5PM,19.38,1355218
B00DDVAVN4,18.32,27423
B00DDYGLJ4,14.3,300240
B00DE9VS7I,305.91,1292944
B00DEIV266,32.99,126082
B00DEM0QVE,5.89,1115142
B00DFQPQ6Y,1.59,959109
B00DG0XXZA,10.94,82328
B00DG6OA9C,15.95,420073
B00DG6QMU2,15.99,512507
B00DGBSOXK,18.99,902611
B00DGD7GNW,10.43,520593
B00DGDBKIY,7.94,171640
B00DH3WIBG,10.11,2153635
B00DH7TF04,18.99,371672
B00DHF9UVA,6.6,388759
B00DI5MCZU,8.2,1259136
B00DKEQYJY,13.5,19685
B00DL77NZY,13.49,47368
B00DL789HU,11.99,645403
B00DL780PG,11.99,664444
B00DLK2PWM,9.66,85769
B00DMCC006,29.2,1594549
B00DMHCHWC,78.99,1071764
B00DMJ92VY,89.99,721618
B00DMP3SUO,27.52,297107
B00DNIA830,49.99,624637
B00DNK6NHS,7.91,266245
B00DNK73X6,3.47,678168
B00DOE0NPG,8.8,412642
B00DOYFKAE,17.95,1077091
B00DPH6X2O,9.95,586461
B00DPJCVQE,11.99,635848
B00DPNK0PO,11.51,400682
B00DPNJYJW,8.56,390530
B00DPPROE2,18.99,234549
B00DQAZRZ4,28.99,737824
B00DQIKYF4,29.89,1148380
B00DQLAOQ0,69.5,575736
B00DQO7TNS,18.0,139337
B00DQVV5XQ,8.99,892034
B00DRDZLHO,10.78,3050579
B00DRE0C6S,9.99,235507
B00DRIPQF6,61.85,2681586
B00DSC0OXU,7.53,1649132
B00DSDKQBE,57.75,1166699
B00DSFVF9E,8.89,1377694
B00DSPG66G,17.99,751610
B00DSQVI4U,49.99,159323
B00DST0TPQ,66.03,1112637
B00DST6B3U,34.88,275708
B00DT4757A,10.8,198437
B00DU4QSXG,14.95,658419
B00DUD3P0Q,8.99,194064
B00DUFNZK4,21.6,1311147
B00DV5AOLG,20.48,339324
B00DV76LU2,11.95,71927
B00DVNZT0O,6.99,930599
B00DW14F0K,24.94,205985
B00DW8EKBM,13.99,274541
B00DWG8WUO,30.01,697371
B00DWGG0UI,6.95,1191329
B00DWGFR7K,16.4,1250977
B00DX7IW98,9.99,2670523
B00DXGMZIS,8.99,1109339
B00DXMK1H4,14.95,185961
B00DXYXAQ6,8.65,2698508
B00DYDNNEA,24.99,1353713
B00DZO5BJI,42.0,677762
B00DZUAQZ6,18.95,1175857
B00DZZXBTE,7.29,1189542
B00E0IEBJY,32.0,1251520
B00E0LWEQS,8.68,105831
B00E0MC5ZW,16.99,1100365
B00E0OVT9S,13.11,1441386
B00E1NX3XS,169.95,1367017
B00E1O51M8,47.0,1246253
B00E1QKS7Y,15.79,772650
B00E1Z60DG,9.99,1658089
B00E25TRKI,11.38,496790
B00E29D1D8,56.99,2361238
B00E2P5OV4,12.95,2195325
B00E3553RS,8.99,284646
B00E370X4O,3.54,2331843
B00E36ZKQQ,47.2,1517680
B00E3VYL1Q,7.5,529534
B00E3XZED8,17.5,1089641
B00E49X4RO,10.67,123082
B00E4DF6J4,10.99,205012
B00E4E269Q,13.89,213557
B00E4MKDSO,15.03,47365
B00E4MJNM6,7.81,488902
B00E4MMF58,13.9,1323245
B00E4MNPBQ,6.0,590710
B00E4MPEIS,16.18,349848
B00E4MQNDS,11.7,1317293
B00E4MRWS8,16.56,453386
B00E4QPAGK,6.98,401474
B00E4Y94WS,45.99,853624
B00E523SQM,9.52,787402
B00E52SZFG,14.99,854862
B00E57O4OM,13.95,701996
B00E5GK4Y2,8.92,320214
B00E5K3N2S,28.0,261166
B00E5QA2A8,32.99,127898
B00E60WYG8,12.98,692966
B00E6450EM,54.99,412902
B00E679HJS,10.45,944905
B00E67H0A6,43.3,903653
B00E6EBR3A,20.69,725514
B00E6WHTJ8,14.99,1717970
B00E6WLFJI,22.9,1256813
B00E7CGFGK,38.0,792354
B00E7NWDGU,14.2,146852
B00E84UPOU,9.99,718178
B00E8PCOTI,21.49,258436
B00E8T7N2W,10.75,714590
B00E966ZVE,12.14,801551
B00E9AS6UI,34.84,2497350
B00E9DJX0W,28.99,1145741
B00E9FVBAA,4.99,1241990
B00E9R25OY,6.19,668608
B00EA8FMEM,13.0,2066569
B00EAHRAZC,60.0,1604529
B00EAI3GDG,14.5,715182
B00EATG0X8,67.5,1428755
B00EAVKWYO,32.99,1763736
B00EAW0UGS,9.04,657162
B00EAXIKY6,4.99,1145628
B00EAY6B1O,14.42,1913758
B00EBCS3TS,8.5,46396
B00EBZD0PW,9.99,363703
B00EC21OIE,14.95,13527
B00EC7D5FO,7.99,1977700
B00EC7OVKC,9.86,720215
B00EC7N2KW,11.2,653268
B00EC8GG1I,5.39,270306
B00EC8XXZA,99.99,1130549
B00ECB4CJI,7.76,542159
B00ECH7RTO,41.49,22026
B00ECXNIDC,19.99,1076347
B00ECXN6J8,15.99,1429788
B00ED5HCXG,9.99,316545
B00ED5KJEK,29.97,145863
B00ED7AC2M,25.0,69080
B00EDMI7UQ,14.24,469552
B00EDNNADE,93.5,860781
B00EEE5W4W,22.65,182024
B00EEEFJV8,18.7,460620
B00EEEG6LA,16.35,569316
B00EEG74KA,29.95,822378
B00EEG8O6S,29.0,287660
B00EEHNP8E,1.95,1144736
B00EF1QRMU,5.49,71046
B00EG7EF3G,14.98,473101
B00EGIPRFU,14.3,309572
B00EGSEXFA,19.95,2853001
B00EHFIEZW,16.38,3011995
B00EHJ91JG,6.98,1508613
B00EHJ91HI,24.98,664815
B00EHK0WK2,4.75,748706
B00EHM5JW6,6.0,2573648
B00EHN4TH6,29.95,514715
B00EHUMH3M,83.99,659577
B00EHYIHS2,66.45,1360163
B00EIK02T2,6.76,226226
B00EIL38WO,12.37,87865
B00EJD6YUE,5.69,617067
B00EJDLGT8,14.73,599717
B00EJR3RQY,26.61,54009
B00EK248XO,26.0,1449933
B00EK53QZC,5.99,410900
B00EK5BH1M,39.0,1211448
B00EK5BMEE,28.0,1055916
B00EK591KG,93.95,1348946
B00EK5DR4M,34.95,1599489
B00EK5CP7M,213.0,1731519
B00EK5CQ9Y,145.74,1602902
B00EK5F19Q,28.95,525295
B00EK5FSQ2,23.0,1068673
B00EKLPG9U,29.0,1156377
B00EKTLFPG,142.0,1617723
B00EKTLED4,152.68,1492840
B00EKTLWX6,104.0,1110654
B00ELFRQMU,9.98,816741
B00ELUXXS6,25.0,1639407
B00EMKR6GU,33.9,1166662
B00ENH6CLW,70.98,1330124
B00ENL2O88,62.0,179795
B00ENLOPVM,43.98,1055229
B00ENNZXQQ,77.99,812564
B00ENSUY5G,12.71,1458293
B00EO70DPC,5.09,167899
B00EO8COG2,16.4,447378
B00EO8KHK2,14.3,134328
B00EOIEFR8,21.0,293806
B00EOOEJNC,19.98,93909
B00EORBS92,10.0,380512
B00EOWI5CU,633.0,1025057
B00EP1N77I,11.98,155295
B00EP2ZX7Y,17.16,837169
B00EPMCBWE,5.14,619273
B00EPN6VUG,5.25,170575
B00EQ4WVR6,26.95,347893
B00EQ5ZWL2,7.69,611281
B00EQFKKIW,69.0,127898
B00EQFKV4U,38.0,1029253
B00EQW5MHE,29.4,1737073
B00ERUAPPY,18.0,1180620
B00ERUCLJC,34.4,1052712
B00ERUA85Q,35.0,1061663
B00ESEKPNG,6.99,692524
B00ESGKOT4,7.49,829762
B00ESL6GT6,5.25,1533763
B00ESL6HG8,9.25,1617312
B00ESMQKUU,17.98,496525
B00ESQ0BK6,39.0,1382444
B00ESZLEXK,3.0,537079
B00ET02MA8,16.92,612714
B00ET5L3AI,8.5,1483476
B00ET5LIDA,5.0,140737
B00ET5LEO8,29.99,146888
B00ET9PUOO,18.46,1311327
B00EU3V4WG,39.95,2537110
B00EU3QCOG,12.95,1205794
B00EU93FD6,16.66,222945
B00EUEC2D0,7.99,391567
B00EUH4EJW,59.9,639650
B00EUIJ63U,29.95,807109
B00EUISGOA,29.95,863823
B00EUVOGV4,10.99,1171241
B00EV012LG,26.99,918899
B00EV420W2,41.49,1639477
B00EVPFNKW,15.58,308703
B00EW7J1HK,22.75,408016
B00EW9JUAG,34.99,1407384
B00EWD9P9S,9.05,2700309
B00EWUFETQ,9.99,333848
B00EXIMA58,5.78,565330
B00EXPSXCU,106.17,3129828
B00EXPVK7U,13.99,1237128
B00EXW4EXU,17.35,550334
B00EXW663G,34.78,2559113
B00EXWZZDI,29.99,360511
B00EY1Q1GI,26.57,363224
B00EYC1ZHC,11.49,220778
B00EYC2I6Y,9.68,1164540
B00EYC525S,8.18,95640
B00EYC8W96,51.99,10156
B00EYSPS74,7.99,723935
B00EYV0XHQ,14.95,1023641
B00EZ8DSYI,206.1,753901
B00EZ8TXVU,14.57,956300
B00EZFUZA6,12.93,454086
B00EZLPOMY,13.54,816940
B00EZLAQGI,11.07,388491
B00EZSUKE4,8.99,463296
B00EZTEB9S,5.58,70278
B00EZVDMFK,12.4,655666
B00EZWU60I,9.45,60942
B00EZWU7UW,27.99,115424
B00F08T6MK,36.95,671103
B00F09D8XC,5.5,729334
B00F0DJ9PO,5.84,522089
B00F0LALDU,6.95,233589
B00F0S9O4A,30.0,2557842
B00F0X8G80,20.4,1027217
B00F0Y96VU,5.0,302895
B00F1ATK2S,6.49,253033
B00F1KAL4Y,44.99,661116
B00F1OI2UU,1.69,1587442
B00F1S4C0U,8.99,1334856
B00F1WC4RO,89.99,371984
B00F24JOPQ,11.0,1212770
B00F2M6PXW,22.99,1205420
B00F2RPV6E,29.95,488492
B00F2T1KDU,4.99,563540
B00F3RVVRG,3.58,168650
B00F4E1H4A,12.0,867235
B00F4TWNTI,19.99,1001423
B00F4TWSXO,17.99,1034774
B00F4ZV7O4,34.99,274750
B00F58ERR4,9.9,1119316
B00F5BNWL8,7.99,256334
B00F5QC7OG,12.99,498398
B00F63JWIW,4.56,358211
B00F6LAMY2,1.9,1008384
B00F6PLH2E,8.09,1359418
B00F8K9C4M,60.34,3004643
B00F8K9T3Q,60.0,1243864
B00F8KC3IE,41.0,2617605
B00F8KAAKC,35.73,834417
B00F8KFQCE,68.32,1251947
B00F8KDBYY,38.99,782705
B00F8KG1YG,37.34,1139643
B00F8KPU6Q,49.35,716584
B00F8KHMXU,79.99,1147200
B00F8P7QWW,61.95,845477
B00F90NHV0,17.0,891088
B00F97J55K,17.04,407601
B00F98NPAK,59.95,788257
B00F98R33K,4.99,1286065
B00F9HNMMC,4.28,739176
B00F9SUO7W,12.95,652091
B00F9SX0KK,62.96,459509
B00F9SXKBE,35.9,681013
B00F9XBL2E,5.29,749469
B00FA84NUA,8.49,412936
B00FAX4Y2M,9.87,553080
B00FB2WUUU,33.34,734383
B00FB2WUWI,31.95,329335
B00FBFL73S,25.88,576551
B00FBMUIA4,29.94,173728
B00FBNZJG6,23.99,357319
B00FBO1PSG,9.58,43207
B00FBQA9EK,11.16,535885
B00FBQCRFE,34.82,740561
B00FBQKWXS,5.44,539426
B00FCGXHEI,14.99,193679
B00FCI8K0C,14.99,662835
B00FCH5YHA,14.99,908852
B00FD6D6XO,14.0,2030472
B00FDTLGBA,6.17,1707735
B00FDWV8BA,69.99,781554
B00FE90M0K,15.75,21893
B00FE91TI4,16.99,853869
B00FE95KUM,18.99,707654
B00FE950A2,8.59,2115581
B00FE95KCA,9.99,520823
B00FEC0U40,9.98,655785
B00FEJ4JFY,24.97,817392
B00FENI02S,7.49,93491
B00FEOT6GQ,127.19,1005619
B00FERCG7O,59.95,1042846
B00FEYVHCW,29.99,64888
B00FF3K3A4,4.99,2957313
B00FF3K7CI,4.99,3157804
B00FFIFG88,10.99,578203
B00FFJ1E8I,6.1,128540
B00FFVHZXE,3.89,346688
B00FFYNLUW,2.19,433262
B00FGIQQX6,4.2,750432
B00FGSJ20K,23.23,301996
B00FH3BE14,7.84,1068857
B00FHNSPB6,3.99,1343287
B00FHVVZVA,15.09,491606
B00FI6M12G,74.0,1026047
B00FJ0D93Q,39.0,148229
B00FJ62DAA,16.48,654939
B00FJEF8SG,18.99,128638
B00FK45QMI,14.99,1992198
B00FK6GJ22,61.15,248145
B00FKGPN1U,6.99,806777
B00FKSCEQU,25.0,993257
B00FL5ZG6W,46.06,733629
B00FL5Y76C,69.94,1025626
B00FL606L6,230.17,2071681
